"Localidade","Zona","Agregado","Informante","Sexo","Idade","Parentesco","Naturalidade","Casado","Filhos","Filhosnr","Escola","Nível","Trabalhocasa","Trabalhocidade","Ocupação","Trabalha","Religião","FrequênciaReligiosa","ProficienciaPortuguês","ProficienciaTâmil","ProficienciaSingalês","ProficienciaInglês","ProficiênciaOutra","ContextoGeralPortuguês","ContextoGeralTâmil","ContextoGeralSingalês","ContextoGeralInglês","ContextoGeralOutro","ContextoCasaActualPortuguês","ContextoCasaActualTâmil","ContextoCasaActualSingalês","ContextoCasaActualInglês","ContextoCasaActualOutro","ContextoCasaCriançaPortuguês","ContextoCasaCriançaTâmil","ContextoCasaCriançaSingalês","ContextoCasaCriançaInglês","ContextoCasaCriançaOutro","ContextoPaisPortuguês","ContextoPaisTâmil","ContextoPaisSingalês","ContextoPaisInglês","ContextoPaisOutro","ContexoFilhosPortuguês","ContexoFilhosTâmil","ContexoFilhosSingalês","ContexoFilhosInglês","ContexoFilhosOutro","ContextoAmigosPortuguês","ContextoAmigosTâmil","ContextoAmigosSingalês","ContextoAmigosInglês","ContextoAmigosOutro","ContextoVizinhosPortuguês","ContextoVizinhosTâmil","ContextoVizinhosSingalês","ContextoVizinhosInglês","ContextoVizinhosOutro","ContextoLeituraPortuguês","ContextoLeituraTâmil","ContextoLeituraSingalês","ContextoLeituraInglês","ContextoLeituraOutro","ContextoEscritaPortuguês","ContextoEscritaTâmil","ContextoEscritaSingalês","ContextoEscritaInglês","ContextoEscritaOutro","ContextoEscolarSalaAulaPortuguês","ContextoEscolarSalaAulaTâmil","ContextoEscolarSalaAulaSingalês","ContextoEscolarSalaAulaInglês","ContextoEscolarSalaAulaOutro","ContextoEscolarColegasPortuguês","ContextoEscolarColegasTâmil","ContextoEscolarColegasSingalês","ContextoEscolarColegasInglês","ContextoEscolarColegasOutro","ContextoTrabalhoPortuguês","ContextoTrabalhoTâmil","ContextoTrabalhoSingalês","ContextoTrabalhoInglês","ContextoTrabalhoOutro","ContextoReligiosoPortuguês","ContextoReligiosoTâmil","ContextoReligiosoSingalês","ContextoReligiosoInglês","ContextoReligiosoOutro","Opinião1","Opinião2","Opinião3","Inquiridor","FaixaEtaria","VAR00001","VAR00002","filter_$","GrupoEtário","Fluência","FluênciaTamil","FluênciaCingalês","FluênciaInglês","FluênciaOutras","DS"
"Batticaloa","Koolavadi",245,4,"Masculino",18,"Filho/a","Batticaloa","Não","Não",0,1,1,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","2","2","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Semi-falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",245,5,"Masculino",10,"Filho/a","Batticaloa","Não","Não",0,1,6,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",246,1,"Masculino",78,"N/A","Batticaloa","Sim","Sim",4,1,3,2,"Não","Mecânico","Sim","Católico","Semanalmente","Entende e fala fluentemente","5","5","3","0",2,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","70-80",NA,NA,"Not Selected","70-79","Falantes","Falantes","Falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",246,2,"Feminino",75,"Cônjuge","Batticaloa","Sim","Sim",4,1,6,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala fluentemente","5","1","1","0",2,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","70-80",NA,NA,"Not Selected","70-79","Falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",246,3,"Masculino",55,"Genro/nora","Akkaraipattu","Sim","Sim",4,1,5,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Entende e fala com muita dificuldade","5","2","2","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","50-60",NA,NA,"Not Selected","50-59","Semi-falantes","Falantes","Semi-falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",246,4,"Feminino",45,"Filho/a","Batticaloa","Sim","Sim",3,1,5,1,"Não","Costureira/Alfaiate","Sim","Católico","Semanalmente","Entende e fala fluentemente","5","5","2","0",0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","40-50",NA,NA,"Not Selected","40-49","Falantes","Falantes","Falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",246,5,"Masculino",22,"Neto/a","Batticaloa","Não","Não",0,1,5,1,"Não","Carpinteiro","Sim","Católico","Mensalmente","Não fala nem entende","5","5","4","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Falantes","Falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",246,6,"Feminino",20,"Neto/a","Batticaloa","Não","Não",0,1,1,2,"Não","N/A","Não","Católico","Diariamente","Não fala nem entende","5","1","5","0",0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Não-falantes","Falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",247,1,"Masculino",33,"N/A","Batticaloa","Sim","Sim",1,1,5,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Entende e fala com muita dificuldade","5","3","3","0",0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Semi-falantes","Falantes","Semi-falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",247,2,"Feminino",NA,"Cônjuge","Batticaloa","Sim","Sim",1,1,1,2,"Não","N/A","Não","Católico","Semanalmente","Entende mas não fala","5","5","5","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson",NA,NA,NA,"Not Selected",NA,"Semi-falantes","Falantes","Falantes","Falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",247,3,"Feminino",4,"Filho/a","Batticaloa","Não","Não",0,1,17,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jackson","0-10",NA,NA,"Not Selected","0-9","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",248,1,"Masculino",57,"N/A","Batticaloa","Sim","Sim",3,1,6,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","50-60",NA,NA,"Not Selected","50-59","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",248,2,"Feminino",58,"Cônjuge","Batticaloa","Sim","Sim",3,1,6,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","50-60",NA,NA,"Not Selected","50-59","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",248,3,"Masculino",34,"Genro/nora","Batticaloa","Sim","Sim",2,1,5,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","3","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Semi-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",248,4,"Feminino",32,"Filho/a","Batticaloa","Sim","Sim",2,1,3,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",248,5,"Masculino",8,"Neto/a","Batticaloa","Não","Não",0,1,14,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jackson","0-10",NA,NA,"Not Selected","0-9","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",248,6,"Masculino",3,"Neto/a","Batticaloa","Não","Não",0,1,17,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jackson","0-10",NA,NA,"Not Selected","0-9","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",249,1,"Masculino",59,"N/A","Batticaloa","Sim","Sim",3,1,6,2,"Não","N/A","Não","Católico","Semanalmente","Entende mas não fala","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","50-60",NA,NA,"Not Selected","50-59","Semi-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",249,2,"Feminino",53,"Cônjuge","Batticaloa","Sim","Sim",3,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala fluentemente","5","5","1","0",2,1,3,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","50-60",NA,NA,"Not Selected","50-59","Falantes","Falantes","Falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",249,3,"Masculino",33,"Filho/a","Batticaloa","Sim","Sim",1,1,1,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","2","2","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Semi-falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",249,4,"Feminino",26,"Genro/nora","Batticaloa","Sim","Sim",1,1,1,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala fluentemente","5","3","3","0",0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","20-30",NA,NA,"Not Selected","20-29","Falantes","Falantes","Semi-falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",249,5,"Masculino",30,"Filho/a","Batticaloa","Não","Não",0,1,12,1,"Não","Padre","Sim","Católico","Diariamente","Não fala nem entende","5","5","5","0",0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Falantes","Falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",249,6,"Masculino",29,"Filho/a","Batticaloa","Não","Não",0,1,5,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",249,7,"Feminino",4,"Neto/a","Batticaloa","Não","Não",0,1,17,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jackson","0-10",NA,NA,"Not Selected","0-9","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",250,1,"Masculino",54,"N/A","Batticaloa","Sim","Sim",4,1,6,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","50-60",NA,NA,"Not Selected","50-59","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",250,2,"Feminino",50,"Cônjuge","Kalmunai","Sim","Sim",4,1,13,2,"Não","N/A","Não","Católico","Semanalmente","Entende mas não fala","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","50-60",NA,NA,"Not Selected","50-59","Semi-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",250,3,"Masculino",30,"Filho/a","Batticaloa","Sim","Não",0,1,1,1,"Sim","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","5","2","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",250,4,"Feminino",28,"Genro/nora","Batticaloa","Sim","Não",0,1,1,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala fluentemente","5","5","5","0",2,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","20-30",NA,NA,"Not Selected","20-29","Falantes","Falantes","Falantes","Falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",250,5,"Masculino",21,"Filho/a","Batticaloa","Não","Não",0,1,5,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","5","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,"Jackson","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",250,6,"Feminino",16,"Filho/a","Batticaloa","Não","Não",0,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","4","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",251,1,"Masculino",64,"N/A","Batticaloa","Sim","Sim",3,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala fluentemente","5","5","2","0",0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","60-70",NA,NA,"Not Selected","60-69","Falantes","Falantes","Falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",251,2,"Masculino",36,"Filho/a","Batticaloa","Sim","Sim",1,1,1,1,"Não","Representante médico","Sim","Católico","Semanalmente","Não fala nem entende","5","5","4","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Falantes","Falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",251,3,"Feminino",35,"Genro/nora","Batticaloa","Sim","Sim",1,1,1,2,"Não","N/A","Não","Católico","Semanalmente","Entende mas não fala","5","1","2","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Semi-falantes","Falantes","Não-falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",251,4,"Feminino",32,"Filho/a","Batticaloa","Sim","Não",0,1,5,1,"Não","Mecânico","Sim","Católico","Semanalmente","Não fala nem entende","5","5","2","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",251,6,"Feminino",25,"Genro/nora","Batticaloa","Sim","Não",0,1,11,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","2","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Não-falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",251,7,"Feminino",7,"Neto/a","Batticaloa","Não","Não",0,1,16,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jackson","0-10",NA,NA,"Not Selected","0-9","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",252,1,"Masculino",37,"N/A","Batticaloa","Sim","Sim",2,1,1,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Entende mas não fala","5","5","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Semi-falantes","Falantes","Falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",252,2,"Feminino",30,"Cônjuge","Batticaloa","Sim","Sim",2,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","5","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",252,3,"Masculino",8,"Filho/a","Batticaloa","Não","Não",0,1,14,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jackson","0-10",NA,NA,"Not Selected","0-9","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",253,1,"Masculino",52,"N/A","Batticaloa","Sim","Sim",3,1,6,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","50-60",NA,NA,"Not Selected","50-59","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",253,2,"Feminino",NA,"Cônjuge","Batticaloa","Sim","Sim",3,1,9,2,"Não","N/A","Não","Católico","Semanalmente","Entende mas não fala","5","5","1","0",0,1,2,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Jackson",NA,NA,NA,"Not Selected",NA,"Semi-falantes","Falantes","Falantes","Não-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",253,3,"Masculino",30,"Genro/nora","Batticaloa","Sim","Sim",1,1,1,1,"Não","Mecânico","Sim","Católico","Semanalmente","Não fala nem entende","5","3","3","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Jackson","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Semi-falantes","Semi-falantes","NA","Manmunai North"
"Batticaloa","Koolavadi",253,4,"Masculino",28,"Filho/a","Batticaloa","Não","Não",0,1,5,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","5","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,"Jackson","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Falantes","Não-falantes","NA","Manmunai North"
